Result of k-means clustering...
Object [2632] = 0;
Object [2633] = 0;
Object [2634] = 0;
Object [2635] = 0;
Object [2636] = 0;
Object [2637] = 0;
Object [2638] = 0;
Object [2639] = 0;
Object [2640] = 0;
Object [2641] = 0;
Object [2642] = 0;
Object [2643] = 1;
Object [2644] = 0;
Object [2645] = 0;
Object [2646] = 0;
Object [2647] = 0;
Object [2648] = 0;
Object [2649] = 0;
Object [2650] = 0;
Object [2651] = 0;
Object [2652] = 0;
Object [2653] = 0;
Object [2654] = 0;
Object [2655] = 0;
Object [2656] = 0;
Object [2657] = 0;
Object [2658] = 0;
Object [2659] = 0;
Object [2660] = 0;
Object [2661] = 0;
Object [2662] = 0;
Object [2663] = 0;
Object [2664] = 0;
Object [2665] = 0;
Object [2666] = 0;
Object [2667] = 0;
Object [2668] = 0;
Object [2669] = 0;
Object [2670] = 0;
Object [2671] = 1;
Object [2672] = 0;
Object [2673] = 0;
Object [2674] = 0;
Object [2675] = 0;
Object [2676] = 0;
Object [2677] = 0;
Object [2678] = 0;
Object [2679] = 0;
Object [2680] = 0;
Object [2681] = 0;
Object [2682] = 0;
Object [2683] = 0;
Object [2684] = 0;
Object [2685] = 0;
Object [2686] = 1;
Object [2687] = 0;
Object [2688] = 1;
Object [2689] = 1;
Object [2690] = 0;
Object [2691] = 0;
Object [2692] = 0;
Object [2693] = 1;
Object [2694] = 0;
Object [2695] = 0;
Object [2696] = 0;
Object [2697] = 0;
Object [2698] = 1;
Object [2699] = 0;
Object [2700] = 0;
Object [2701] = 0;
Object [2702] = 0;
Object [2703] = 1;
Object [2704] = 0;
Object [2705] = 0;
Object [2706] = 0;
Object [2707] = 0;
Object [2708] = 1;
Object [2709] = 0;
Object [2710] = 0;
Object [2711] = 0;
Object [2712] = 0;
Object [2713] = 0;
Object [2714] = 0;
Object [2715] = 0;
Object [2716] = 0;
Object [2717] = 0;
Object [2718] = 0;
Object [2719] = 0;
Object [2720] = 0;
Object [2721] = 0;
Object [2722] = 0;
Object [2723] = 0;
Object [2724] = 0;
Object [2725] = 0;
Object [2726] = 0;
Object [2727] = 0;
Object [2728] = 0;
Object [2729] = 0;
Object [2730] = 0;
Object [2731] = 0;
Object [2732] = 0;
Object [2733] = 0;
Object [2734] = 0;
Object [2735] = 0;
Object [2736] = 0;
Object [2737] = 0;
Object [2738] = 0;
Object [2739] = 1;
Object [2740] = 0;
Object [2741] = 0;
Object [2742] = 0;
Object [2743] = 0;
Object [2744] = 1;
Object [2745] = 0;
Object [2746] = 1;
Object [2747] = 0;
Object [2748] = 0;
Object [2749] = 0;
Object [2750] = 0;
Object [2751] = 0;
Object [2752] = 0;
Object [2753] = 0;
Object [2754] = 0;
Object [2755] = 1;
Object [2756] = 0;
Object [2757] = 0;
Object [2758] = 0;
Object [2759] = 0;
Object [2760] = 0;
Object [2761] = 0;
Object [2762] = 0;
Object [2763] = 0;
Object [2764] = 0;
Object [2765] = 0;
Object [2766] = 0;
Object [2767] = 0;
Object [2768] = 0;
Object [2769] = 0;
Object [2770] = 0;
Object [2771] = 0;
Object [2772] = 0;
Object [2773] = 1;
Object [2774] = 0;
Object [2775] = 0;
Object [2776] = 0;
Object [2777] = 0;
Object [2778] = 0;
Object [2779] = 0;
Object [2780] = 0;
Object [2781] = 0;
Object [2782] = 0;
Object [2783] = 0;
Object [2784] = 0;
Object [2785] = 0;
Object [2786] = 0;
Object [2787] = 0;
Object [2788] = 1;
Object [2789] = 0;
Object [2790] = 0;
Object [2791] = 0;
Object [2792] = 0;
Object [2793] = 0;
Object [2794] = 0;
Object [2795] = 0;
Object [2796] = 0;
Object [2797] = 0;
Object [2798] = 0;
Object [2799] = 0;
Object [2800] = 0;
Object [2801] = 1;
Object [2802] = 1;
Object [2803] = 0;
Object [2804] = 0;
Object [2805] = 0;
Object [2806] = 0;
Object [2807] = 0;
Object [2808] = 0;
Object [2809] = 0;
Object [2810] = 0;
Object [2811] = 0;
Object [2812] = 0;
Object [2813] = 0;
Object [2814] = 0;
Object [2815] = 0;
Object [2816] = 0;
Object [2817] = 0;
Object [2818] = 0;
Object [2819] = 0;
Object [2820] = 0;
Object [2821] = 1;
Object [2822] = 0;
Object [2823] = 0;
Object [2824] = 0;
Object [2825] = 0;
Object [2826] = 0;
Object [2827] = 1;
Object [2828] = 0;
Object [2829] = 1;
Object [2830] = 0;
Object [2831] = 0;
Object [2832] = 0;
Object [2833] = 0;
Object [2834] = 0;
Object [2835] = 0;
Object [2836] = 0;
Object [2837] = 0;
Object [2838] = 1;
Object [2839] = 0;
Object [2840] = 0;
Object [2841] = 0;
Object [2842] = 0;
Object [2843] = 0;
Object [2844] = 0;
Object [2845] = 0;
Object [2846] = 0;
Object [2847] = 0;
Object [2848] = 0;
Object [2849] = 0;
Object [2850] = 0;
Object [2851] = 0;
Object [2852] = 0;
Object [2853] = 0;
Object [2854] = 0;
Object [2855] = 0;
Object [2856] = 0;
Object [2857] = 0;
Object [2858] = 0;
Object [2859] = 0;
Object [2860] = 0;
Object [2861] = 0;
Object [2862] = 0;
Object [2863] = 1;
Object [2864] = 0;
Object [2865] = 0;
Object [2866] = 1;
Object [2867] = 0;
Object [2868] = 0;
Object [2869] = 0;
Object [2870] = 0;
Object [2871] = 0;
Object [2872] = 0;
Object [2873] = 0;
Object [2874] = 0;
Object [2875] = 0;
Object [2876] = 0;
Object [2877] = 0;
Object [2878] = 0;
Object [2879] = 0;
Object [2880] = 1;
Object [2881] = 0;
Object [2882] = 0;
Object [2883] = 0;
Object [2884] = 0;
Object [2885] = 0;
Object [2886] = 0;
Object [2887] = 0;
Object [2888] = 0;
Object [2889] = 0;
Object [2890] = 0;
Object [2891] = 0;
Object [2892] = 0;
Object [2893] = 0;
Object [2894] = 0;
Object [2895] = 0;
Object [2896] = 0;
Object [2897] = 0;
Object [2898] = 0;
Object [2899] = 0;
Object [2900] = 0;
Object [2901] = 0;
Object [2902] = 0;
Object [2903] = 0;
Object [2904] = 0;
Object [2905] = 1;
Object [2906] = 0;
Object [2907] = 0;
Object [2908] = 0;
Object [2909] = 0;
Object [2910] = 0;
Object [2911] = 0;
Object [2912] = 0;
Object [2913] = 0;
Object [2914] = 0;
Object [2915] = 0;
Object [2916] = 0;
Object [2917] = 1;
Object [2918] = 1;
Object [2919] = 0;
Object [2920] = 0;
Object [2921] = 0;
Object [2922] = 0;
Object [2923] = 0;
Object [2924] = 0;
Object [2925] = 0;
Object [2926] = 0;
Object [2927] = 0;
Object [2928] = 0;
Object [2929] = 0;
Object [2930] = 0;
Object [2931] = 0;
Object [2932] = 0;
Object [2933] = 0;
Object [2934] = 0;
Object [2935] = 0;
Object [2936] = 0;
Object [2937] = 0;
Object [2938] = 0;
Object [2939] = 0;
Object [2940] = 0;
Object [2941] = 0;
Object [2942] = 1;
Object [2943] = 0;
Object [2944] = 0;
Object [2945] = 0;
Object [2946] = 0;
Object [2947] = 0;
Object [2948] = 0;
Object [2949] = 0;
Object [2950] = 0;
Object [2951] = 0;
Object [2952] = 0;
Object [2953] = 0;
Object [2954] = 0;
Object [2955] = 0;
Object [2956] = 0;
Object [2957] = 0;
Object [2958] = 0;
Object [2959] = 0;
Object [2960] = 0;
Object [2961] = 0;
Object [2962] = 0;
Object [2963] = 0;
Object [2964] = 0;
Object [2965] = 0;
Object [2966] = 0;
Object [2967] = 0;
Object [2968] = 0;
Object [2969] = 0;
Object [2970] = 0;
Object [2971] = 1;
Object [2972] = 0;
Object [2973] = 0;
Object [2974] = 1;
Object [2975] = 1;
Object [2976] = 0;
Object [2977] = 0;
Object [2978] = 1;
Object [2979] = 0;
Object [2980] = 1;
Object [2981] = 0;
Object [2982] = 0;
Object [2983] = 0;
Object [2984] = 0;
Object [2985] = 0;
Object [2986] = 0;
Object [2987] = 0;
Object [2988] = 0;
Object [2989] = 0;
Object [2990] = 0;
Object [2991] = 0;
Object [2992] = 0;
Object [2993] = 0;
Object [2994] = 0;
Object [2995] = 0;
Object [2996] = 0;
Object [2997] = 0;
Object [2998] = 0;
Object [2999] = 0;
Object [3000] = 1;
Object [3001] = 0;
Object [3002] = 0;
Object [3003] = 0;
Object [3004] = 0;
Object [3005] = 1;
Object [3006] = 0;
Object [3007] = 0;
Object [3008] = 0;
Object [3009] = 0;
Object [3010] = 0;
Object [3011] = 0;
Object [3012] = 0;
Object [3013] = 1;
Object [3014] = 1;
Object [3015] = 0;
Object [3016] = 0;
Object [3017] = 0;
Object [3018] = 1;
Object [3019] = 0;
Object [3020] = 0;
Object [3021] = 0;
Object [3022] = 1;
Object [3023] = 0;
Object [3024] = 1;
Object [3025] = 1;
Object [3026] = 0;
Object [3027] = 0;
Object [3028] = 0;
Object [3029] = 0;
Object [3030] = 0;
Object [3031] = 0;
Object [3032] = 1;
Object [3033] = 0;
Object [3034] = 0;
Object [3035] = 0;
Object [3036] = 0;
Object [3037] = 1;
Object [3038] = 0;
Object [3039] = 0;
Object [3040] = 1;
Object [3041] = 1;
Object [3042] = 0;
Object [3043] = 0;
Object [3044] = 0;
Object [3045] = 0;
Object [3046] = 0;
Object [3047] = 0;
Object [3048] = 0;
Object [3049] = 0;
Object [3050] = 0;
Object [3051] = 0;
Object [3052] = 0;
Object [3053] = 0;
Object [3054] = 0;
Object [3055] = 1;
Object [3056] = 0;
Object [3057] = 0;
Object [3058] = 0;
Object [3059] = 0;
Object [3060] = 0;
Object [3061] = 0;
Object [3062] = 0;
Object [3063] = 0;
Object [3064] = 0;
Object [3065] = 0;
Object [3066] = 0;
Object [3067] = 1;
Object [3068] = 0;
Object [3069] = 0;
Object [3070] = 0;
Object [3071] = 0;
Object [3072] = 0;
Object [3073] = 0;
Object [3074] = 0;
Object [3075] = 0;
Object [3076] = 0;
Object [3077] = 0;
Object [3078] = 0;
Object [3079] = 0;
Object [3080] = 0;
Object [3081] = 0;
Object [3082] = 0;
Object [3083] = 0;
Object [3084] = 0;
Object [3085] = 0;
Object [3086] = 0;
Object [3087] = 0;
Object [3088] = 0;
Object [3089] = 1;
Object [3090] = 0;
Object [3091] = 0;
Object [3092] = 0;
Object [3093] = 0;
Object [3094] = 0;
Object [3095] = 1;
Object [3096] = 0;
Object [3097] = 0;
Object [3098] = 0;
Object [3099] = 0;
Object [3100] = 0;
Object [3101] = 0;
Object [3102] = 1;
Object [3103] = 0;
Object [3104] = 0;
Object [3105] = 1;
Object [3106] = 0;
Object [3107] = 0;
Object [3108] = 1;
Object [3109] = 0;
Object [3110] = 0;
Object [3111] = 0;
Object [3112] = 0;
Object [3113] = 0;
Object [3114] = 0;
Object [3115] = 0;
Object [3116] = 0;
Object [3117] = 0;
Object [3118] = 0;
Object [3119] = 0;
Object [3120] = 0;
Object [3121] = 0;
Object [3122] = 0;
Object [3123] = 0;
Object [3124] = 0;
Object [3125] = 0;
Object [3126] = 0;
Object [3127] = 0;
Object [3128] = 0;
Object [3129] = 0;
Object [3130] = 0;
Object [3131] = 0;
Object [3132] = 0;
Object [3133] = 0;
Object [3134] = 0;
Object [3135] = 0;
Object [3136] = 0;
Object [3137] = 0;
Object [3138] = 0;
Object [3139] = 0;
Object [3140] = 0;
Object [3141] = 0;
Object [3142] = 0;
Object [3143] = 0;
Object [3144] = 0;
Object [3145] = 0;
Object [3146] = 0;
Object [3147] = 0;
Object [3148] = 0;
Object [3149] = 0;
Object [3150] = 0;
Object [3151] = 0;
Object [3152] = 0;
Object [3153] = 0;
Object [3154] = 0;
Object [3155] = 0;
Object [3156] = 0;
Object [3157] = 0;
Object [3158] = 0;
Object [3159] = 0;
Object [3160] = 0;
Object [3161] = 0;
Object [3162] = 0;
Object [3163] = 0;
Object [3164] = 0;
Object [3165] = 1;
Object [3166] = 0;
Object [3167] = 0;
Object [3168] = 0;
Object [3169] = 0;
Object [3170] = 0;
Object [3171] = 0;
Object [3172] = 0;
Object [3173] = 0;
Object [3174] = 0;
Object [3175] = 0;
Object [3176] = 1;
Object [3177] = 0;
Object [3178] = 1;
Object [3179] = 0;
Object [3180] = 0;
Object [3181] = 0;
Object [3182] = 0;
Object [3183] = 0;
Object [3184] = 0;
Object [3185] = 0;
Object [3186] = 1;
Object [3187] = 0;
Object [3188] = 0;
Object [3189] = 0;
Object [3190] = 0;
Object [3191] = 0;
Object [3192] = 0;
Object [3193] = 0;
Object [3194] = 0;
Object [3195] = 0;
Object [3196] = 0;
Object [3197] = 0;
Object [3198] = 0;
Object [3199] = 0;
Object [3200] = 0;
Object [3201] = 0;
Object [3202] = 0;
Object [3203] = 0;
Object [3204] = 0;
Object [3205] = 0;
Object [3206] = 1;
Object [3207] = 0;
Object [3208] = 0;
Object [3209] = 0;
Object [3210] = 0;
Object [3211] = 0;
Object [3212] = 0;
Object [3213] = 0;
Object [3214] = 1;
Object [3215] = 0;
Object [3216] = 0;
Object [3217] = 0;
Object [3218] = 0;
Object [3219] = 1;
Object [3220] = 0;
Object [3221] = 0;
Object [3222] = 0;
Object [3223] = 0;
Object [3224] = 0;
Object [3225] = 1;
Object [3226] = 0;
Object [3227] = 0;
Object [3228] = 0;
Object [3229] = 0;
Object [3230] = 0;
Object [3231] = 0;
Object [3232] = 0;
Object [3233] = 0;
Object [3234] = 0;
Object [3235] = 0;
Object [3236] = 0;
Object [3237] = 0;
Object [3238] = 0;
Object [3239] = 0;
Object [3240] = 0;
Object [3241] = 0;
Object [3242] = 0;
Object [3243] = 0;
Object [3244] = 0;
Object [3245] = 0;
Object [3246] = 1;
Object [3247] = 0;
Object [3248] = 0;
Object [3249] = 0;
Object [3250] = 0;
Object [3251] = 0;
Object [3252] = 0;
Object [3253] = 0;
Object [3254] = 0;
Object [3255] = 0;
Object [3256] = 0;
Object [3257] = 0;
Object [3258] = 0;
Object [3259] = 0;
Object [3260] = 0;
Object [3261] = 0;
Object [3262] = 0;
Object [3263] = 0;
Object [3264] = 0;
Object [3265] = 0;
Object [3266] = 0;
Object [3267] = 0;
Object [3268] = 0;
Object [3269] = 0;
Object [3270] = 0;
Object [3271] = 0;
Object [3272] = 0;
Object [3273] = 0;
Object [3274] = 0;
Object [3275] = 1;
Object [3276] = 1;
Object [3277] = 1;
Object [3278] = 0;
Object [3279] = 0;
Object [3280] = 0;
Object [3281] = 0;
Object [3282] = 0;
Object [3283] = 0;
Object [3284] = 0;
Object [3285] = 0;
Object [3286] = 0;
Object [3287] = 0;
Object [3288] = 0;
Object [3289] = 0;
Object [3290] = 0;
Object [3291] = 0;
Object [3292] = 0;
Object [3293] = 0;
Object [3294] = 0;
Object [3295] = 0;
Object [3296] = 0;
Object [3297] = 0;
Object [3298] = 0;
Object [3299] = 0;
Object [3300] = 0;
Object [3301] = 0;
Object [3302] = 0;
Object [3303] = 0;
Object [3304] = 0;
Object [3305] = 0;
Object [3306] = 0;
Object [3307] = 0;
Object [3308] = 0;
Object [3309] = 0;
Object [3310] = 1;
Object [3311] = 0;
Object [3312] = 1;
Object [3313] = 1;
Object [3314] = 0;
Object [3315] = 0;
Object [3316] = 0;
Object [3317] = 0;
Object [3318] = 0;
Object [3319] = 0;
Object [3320] = 0;
Object [3321] = 0;
Object [3322] = 0;
Object [3323] = 0;
Object [3324] = 0;
Object [3325] = 0;
Object [3326] = 0;
Object [3327] = 0;
Object [3328] = 0;
Object [3329] = 0;
Object [3330] = 0;
Object [3331] = 0;
Object [3332] = 0;
Object [3333] = 0;
Object [3334] = 0;
Object [3335] = 0;
Object [3336] = 0;
Object [3337] = 0;
Object [3338] = 0;
Object [3339] = 0;
Object [3340] = 0;
Object [3341] = 0;
Object [3342] = 0;
Object [3343] = 0;
Object [3344] = 0;
Object [3345] = 0;
Object [3346] = 0;
Object [3347] = 0;
Object [3348] = 0;
Object [3349] = 0;
Object [3350] = 0;
Object [3351] = 0;
Object [3352] = 0;
Object [3353] = 1;
Object [3354] = 0;
Object [3355] = 0;
Object [3356] = 0;
Object [3357] = 0;
Object [3358] = 0;
Object [3359] = 0;
Object [3360] = 0;
Object [3361] = 0;
Object [3362] = 0;
Object [3363] = 0;
Object [3364] = 0;
Object [3365] = 0;
Object [3366] = 0;
Object [3367] = 0;
Object [3368] = 0;
Object [3369] = 0;
Object [3370] = 0;
Object [3371] = 0;
Object [3372] = 1;
Object [3373] = 0;
Object [3374] = 0;
Object [3375] = 0;
Object [3376] = 0;
Object [3377] = 1;
Object [3378] = 0;
Object [3379] = 1;
Object [3380] = 0;
Object [3381] = 0;
Object [3382] = 0;
Object [3383] = 0;
Object [3384] = 0;
Object [3385] = 0;
Object [3386] = 0;
Object [3387] = 0;
Object [3388] = 0;
Object [3389] = 0;
Object [3390] = 0;
Object [3391] = 0;
Object [3392] = 0;
Object [3393] = 1;
Object [3394] = 0;
Object [3395] = 0;
Object [3396] = 0;
Object [3397] = 0;
Object [3398] = 0;
Object [3399] = 0;
Object [3400] = 0;
Object [3401] = 0;
Object [3402] = 1;
Object [3403] = 0;
Object [3404] = 0;
Object [3405] = 0;
Object [3406] = 0;
Object [3407] = 1;
Object [3408] = 0;
Object [3409] = 0;
Object [3410] = 0;
Object [3411] = 0;
Object [3412] = 0;
Object [3413] = 0;
Object [3414] = 0;
Object [3415] = 0;
Object [3416] = 0;
Object [3417] = 0;
Object [3418] = 0;
Object [3419] = 0;
Object [3420] = 0;
Object [3421] = 0;
Object [3422] = 0;
Object [3423] = 0;
Object [3424] = 1;
Object [3425] = 0;
Object [3426] = 0;
Object [3427] = 0;
Object [3428] = 0;
Object [3429] = 1;
Object [3430] = 0;
Object [3431] = 0;
Object [3432] = 0;
Object [3433] = 0;
Object [3434] = 0;
Object [3435] = 0;
Object [3436] = 0;
Object [3437] = 1;
Object [3438] = 0;
Object [3439] = 0;
Object [3440] = 1;
Object [3441] = 0;
Object [3442] = 0;
Object [3443] = 0;
Object [3444] = 0;
Object [3445] = 0;
Object [3446] = 0;
Object [3447] = 0;
Object [3448] = 0;
Object [3449] = 0;
Object [3450] = 0;
Object [3451] = 0;
Object [3452] = 0;
Object [3453] = 0;
Object [3454] = 0;
Object [3455] = 1;
Object [3456] = 0;
Object [3457] = 1;
Object [3458] = 1;
Object [3459] = 1;
Object [3460] = 0;
Object [3461] = 1;
Object [3462] = 0;
Object [3463] = 0;
Object [3464] = 0;
Object [3465] = 0;
Object [3466] = 0;
Object [3467] = 0;
Object [3468] = 0;
Object [3469] = 0;
Object [3470] = 1;
Object [3471] = 0;
Object [3472] = 0;
Object [3473] = 0;
Object [3474] = 0;
Object [3475] = 0;
Object [3476] = 0;
Object [3477] = 0;
Object [3478] = 0;
Object [3479] = 0;
Object [3480] = 0;
Object [3481] = 0;
Object [3482] = 0;
Object [3483] = 0;
Object [3484] = 0;
Object [3485] = 0;
Object [3486] = 0;
Object [3487] = 0;
Object [3488] = 0;
Object [3489] = 0;
Object [3490] = 0;
Object [3491] = 0;
Object [3492] = 0;
Object [3493] = 0;
Object [3494] = 0;
Object [3495] = 0;
Object [3496] = 0;
Object [3497] = 0;
Object [3498] = 0;
Object [3499] = 0;
Object [3500] = 0;
Object [3501] = 0;
Object [3502] = 0;
Object [3503] = 0;
Object [3504] = 0;
Object [3505] = 0;
Object [3506] = 0;
Object [3507] = 0;
Object [3508] = 0;
Object [3509] = 0;
Object [3510] = 0;
Object [3511] = 0;
Object [3512] = 0;
Object [3513] = 0;
Object [3514] = 1;
Object [3515] = 0;
Object [3516] = 0;
Object [3517] = 0;
Object [3518] = 0;
Object [3519] = 0;
Object [3520] = 0;
Object [3521] = 0;
Object [3522] = 0;
Object [3523] = 0;
Object [3524] = 0;
Object [3525] = 0;
Object [3526] = 0;
Object [3527] = 0;
Object [3528] = 0;
Object [3529] = 0;
Object [3530] = 0;
Object [3531] = 0;
Object [3532] = 0;
Object [3533] = 1;
Object [3534] = 0;
Object [3535] = 0;
Object [3536] = 0;
Object [3537] = 0;
Object [3538] = 0;
Object [3539] = 0;
Object [3540] = 0;
Object [3541] = 0;
Object [3542] = 0;
Object [3543] = 0;
Object [3544] = 0;
Object [3545] = 0;
Object [3546] = 0;
Object [3547] = 0;
Object [3548] = 0;
Object [3549] = 0;
Object [3550] = 0;
Object [3551] = 1;
Object [3552] = 0;
Object [3553] = 0;
Object [3554] = 0;
Object [3555] = 0;
Object [3556] = 0;
Object [3557] = 0;
Object [3558] = 0;
Object [3559] = 0;
Object [3560] = 0;
Object [3561] = 0;
Object [3562] = 0;
Object [3563] = 0;
Object [3564] = 0;
Object [3565] = 0;
Object [3566] = 0;
Object [3567] = 1;
Object [3568] = 1;
Object [3569] = 0;
Object [3570] = 0;
Object [3571] = 0;
Object [3572] = 0;
Object [3573] = 0;
Object [3574] = 0;
Object [3575] = 0;
Object [3576] = 0;
Object [3577] = 0;
Object [3578] = 0;
Object [3579] = 0;
Object [3580] = 0;
Object [3581] = 0;
Object [3582] = 0;
Object [3583] = 0;
Object [3584] = 0;
Object [3585] = 0;
Object [3586] = 0;
Object [3587] = 0;
Object [3588] = 0;
Object [3589] = 0;
Object [3590] = 0;
Object [3591] = 0;
Object [3592] = 0;
Object [3593] = 0;
Object [3594] = 0;
Object [3595] = 0;
Object [3596] = 0;
Object [3597] = 0;
Object [3598] = 0;
Object [3599] = 0;
Object [3600] = 0;
Object [3601] = 0;
Object [3602] = 0;
Object [3603] = 0;
Object [3604] = 0;
Object [3605] = 0;
Object [3606] = 0;
Object [3607] = 0;
Object [3608] = 0;
Object [3609] = 0;
Object [3610] = 0;
Object [3611] = 0;
Object [3612] = 0;
Object [3613] = 0;
Object [3614] = 0;
Object [3615] = 0;
Object [3616] = 0;
Object [3617] = 0;
Object [3618] = 0;
Object [3619] = 0;
Object [3620] = 0;
Object [3621] = 0;
Object [3622] = 0;
Object [3623] = 0;
Object [3624] = 0;
Object [3625] = 0;
Object [3626] = 0;
Object [3627] = 0;
Object [3628] = 0;
Object [3629] = 0;
Object [3630] = 0;
Object [3631] = 0;
Object [3632] = 0;
Object [3633] = 0;
Object [3634] = 0;
Object [3635] = 0;
Object [3636] = 0;
Object [3637] = 0;
Object [3638] = 0;
Object [3639] = 0;
Object [3640] = 0;
Object [3641] = 0;
Object [3642] = 0;
Object [3643] = 0;
Object [3644] = 0;
Object [3645] = 0;
Object [3646] = 0;
Object [3647] = 0;
Object [3648] = 0;
Object [3649] = 0;
Object [3650] = 0;
Object [3651] = 0;
Object [3652] = 0;
Object [3653] = 0;
Object [3654] = 0;
Object [3655] = 0;
Object [3656] = 0;
Object [3657] = 0;
Object [3658] = 0;
Object [3659] = 0;
Object [3660] = 0;
Object [3661] = 0;
Object [3662] = 0;
Object [3663] = 0;
Object [3664] = 0;
Object [3665] = 0;
Object [3666] = 0;
Object [3667] = 0;
Object [3668] = 0;
Object [3669] = 0;
Object [3670] = 0;
Object [3671] = 0;
Object [3672] = 0;
Object [3673] = 0;
Object [3674] = 0;
Object [3675] = 0;
Object [3676] = 0;
Object [3677] = 0;
Object [3678] = 0;
Object [3679] = 0;
Object [3680] = 0;
Object [3681] = 0;
Object [3682] = 0;
Object [3683] = 0;
Object [3684] = 0;
Object [3685] = 0;
Object [3686] = 0;
Object [3687] = 0;
Object [3688] = 0;
Object [3689] = 0;
Object [3690] = 0;
Object [3691] = 0;
Object [3692] = 1;
Object [3693] = 0;
Object [3694] = 0;
Object [3695] = 0;
Object [3696] = 0;
Object [3697] = 0;
Object [3698] = 0;
Object [3699] = 0;
Object [3700] = 0;
Object [3701] = 0;
Object [3702] = 0;
Object [3703] = 0;
Object [3704] = 0;
Object [3705] = 0;
Object [3706] = 0;
Object [3707] = 0;
Object [3708] = 0;
Object [3709] = 0;
Object [3710] = 0;
Object [3711] = 0;
Object [3712] = 0;
Object [3713] = 0;
Object [3714] = 0;
Object [3715] = 0;
Object [3716] = 0;
Object [3717] = 0;
Object [3718] = 0;
Object [3719] = 0;
Object [3720] = 0;
Object [3721] = 0;
Object [3722] = 0;
Object [3723] = 0;
Object [3724] = 0;
Object [3725] = 0;
Object [3726] = 0;
Object [3727] = 0;
Object [3728] = 0;
Object [3729] = 0;
Object [3730] = 0;
Object [3731] = 0;
Object [3732] = 0;
Object [3733] = 0;
Object [3734] = 0;
Object [3735] = 0;
Object [3736] = 0;
Object [3737] = 0;
Object [3738] = 0;
Object [3739] = 0;
Object [3740] = 0;
Object [3741] = 0;
Object [3742] = 0;
Object [3743] = 0;
Object [3744] = 0;
Object [3745] = 0;
Object [3746] = 0;
Object [3747] = 0;
Object [3748] = 0;
Object [3749] = 0;
Object [3750] = 0;
Object [3751] = 0;
Object [3752] = 0;
Object [3753] = 1;
Object [3754] = 0;
Object [3755] = 0;
Object [3756] = 0;
Object [3757] = 0;
Object [3758] = 0;
Object [3759] = 0;
Object [3760] = 1;
Object [3761] = 1;
Object [3762] = 0;
Object [3763] = 0;
Object [3764] = 0;
Object [3765] = 1;
Object [3766] = 0;
Object [3767] = 0;
Object [3768] = 0;
Object [3769] = 0;
Object [3770] = 0;
Object [3771] = 0;
Object [3772] = 0;
Object [3773] = 0;
Object [3774] = 1;
Object [3775] = 0;
Object [3776] = 0;
Object [3777] = 0;
Object [3778] = 0;
Object [3779] = 0;
Object [3780] = 0;
Object [3781] = 0;
Object [3782] = 1;
Object [3783] = 1;
Object [3784] = 0;
Object [3785] = 0;
Object [3786] = 0;
Object [3787] = 0;
Object [3788] = 1;
Object [3789] = 0;
Object [3790] = 0;
Object [3791] = 1;
Object [3792] = 0;
Object [3793] = 0;
Object [3794] = 0;
Object [3795] = 0;
Object [3796] = 0;
Object [3797] = 0;
Object [3798] = 0;
Object [3799] = 0;
Object [3800] = 0;
Object [3801] = 0;
Object [3802] = 1;
Object [3803] = 0;
Object [3804] = 0;
Object [3805] = 0;
Object [3806] = 0;
Object [3807] = 0;
Object [3808] = 0;
Object [3809] = 0;
Object [3810] = 0;
Object [3811] = 1;
Object [3812] = 0;
Object [3813] = 0;
Object [3814] = 0;
Object [3815] = 0;
Object [3816] = 0;
Object [3817] = 0;
Object [3818] = 0;
Object [3819] = 0;
Object [3820] = 0;
Object [3821] = 0;
Object [3822] = 1;
Object [3823] = 0;
Object [3824] = 0;
Object [3825] = 0;
Object [3826] = 0;
Object [3827] = 0;
Object [3828] = 0;
Object [3829] = 0;
Object [3830] = 0;
Object [3831] = 0;
Object [3832] = 0;
Object [3833] = 0;
Object [3834] = 1;
Object [3835] = 1;
Object [3836] = 0;
Object [3837] = 0;
Object [3838] = 1;
Object [3839] = 0;
Object [3840] = 0;
Object [3841] = 0;
Object [3842] = 0;
Object [3843] = 0;
Object [3844] = 0;
Object [3845] = 0;
Object [3846] = 0;
Object [3847] = 0;
Object [3848] = 0;
Object [3849] = 0;
Object [3850] = 0;
Object [3851] = 1;
Object [3852] = 0;
Object [3853] = 0;
Object [3854] = 0;
Object [3855] = 0;
Object [3856] = 0;
Object [3857] = 0;
Object [3858] = 0;
Object [3859] = 0;
Object [3860] = 1;
Object [3861] = 0;
Object [3862] = 0;
Object [3863] = 0;
Object [3864] = 0;
Object [3865] = 0;
Object [3866] = 0;
Object [3867] = 1;
Object [3868] = 0;
Object [3869] = 0;
Object [3870] = 0;
Object [3871] = 1;
Object [3872] = 1;
Object [3873] = 0;
Object [3874] = 0;
Object [3875] = 0;
Object [3876] = 0;
Object [3877] = 0;
Object [3878] = 0;
Object [3879] = 0;
Object [3880] = 0;
Object [3881] = 0;
Object [3882] = 0;
Object [3883] = 0;
Object [3884] = 0;
Object [3885] = 0;
Object [3886] = 0;
Object [3887] = 0;
Object [3888] = 0;
Object [3889] = 0;
Object [3890] = 0;
Object [3891] = 0;
Object [3892] = 0;
Object [3893] = 0;
Object [3894] = 0;
Object [3895] = 0;
Object [3896] = 0;
Object [3897] = 0;
Object [3898] = 0;
Object [3899] = 0;
Object [3900] = 0;
Object [3901] = 0;
Object [3902] = 0;
